"FileName"	"SizeMB"	"LocalPath"	"VisibleInGitHubApi"	"CandidateToMove"	"TargetPathInGrins2"	"TargetAlreadyExists"	"LastWriteTime"
"Ramones Grin 1 ORIGINAL.jpg"	"0.161"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ramones Grin 1 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ramones Grin 1 ORIGINAL.jpg"	"False"	"2026-05-07 18:58:01"
"Ramones Grin 2 ORIGINAL.jpg"	"0.16"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ramones Grin 2 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ramones Grin 2 ORIGINAL.jpg"	"False"	"2026-05-07 18:58:01"
"Ramones Grin 3 ORIGINAL.jpg"	"0.046"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ramones Grin 3 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ramones Grin 3 ORIGINAL.jpg"	"False"	"2026-05-07 18:56:43"
"Ramones Grin 4 ORIGINAL.jpg"	"0.333"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ramones Grin 4 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ramones Grin 4 ORIGINAL.jpg"	"False"	"2026-05-07 18:38:39"
"Ramones Grin 5 ORIGINAL.jpg"	"0.149"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ramones Grin 5 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ramones Grin 5 ORIGINAL.jpg"	"False"	"2026-05-07 18:46:44"
"Richie Grin COLOR.jpg"	"0.483"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Richie Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Richie Grin COLOR.jpg"	"False"	"2026-05-08 06:53:03"
"Richie Grin ORIGINAL COLOR 2.jpg"	"0.13"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Richie Grin ORIGINAL COLOR 2.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Richie Grin ORIGINAL COLOR 2.jpg"	"False"	"2026-05-08 06:12:28"
"Richie Grin ORIGINAL COLOR.jpg"	"0.211"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Richie Grin ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Richie Grin ORIGINAL COLOR.jpg"	"False"	"2026-05-07 18:49:49"
"Richie Grin ORIGINAL.jpg"	"0.1"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Richie Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Richie Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:53:54"
"Ring Racer 1 ORIGINAL COLOR.png"	"0.321"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 1 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 1 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:51"
"Ring Racer 2 ORIGINAL COLOR.png"	"0.34"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 2 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 2 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:51"
"Ring Racer 3 ORIGINAL COLOR.jpg"	"0.326"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 3 ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 3 ORIGINAL COLOR.jpg"	"False"	"2026-05-08 06:07:11"
"Ring Racer 4 ORIGINAL COLOR.jpg"	"0.335"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 4 ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 4 ORIGINAL COLOR.jpg"	"False"	"2026-05-08 06:07:11"
"Ring Racer 5 ORIGINAL COLOR.jpg"	"0.212"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 5 ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 5 ORIGINAL COLOR.jpg"	"False"	"2026-05-08 06:36:59"
"Ring Racer 5 ORIGINAL COLOR.png"	"0.344"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 5 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 5 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:51"
"Ring Racer 6 ORIGINAL COLOR.png"	"0.339"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 6 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 6 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:51"
"Ring Racer 7 ORIGINAL COLOR.png"	"0.339"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 7 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 7 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:51"
"Ring Racer 8 ORIGINAL COLOR.png"	"0.325"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 8 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 8 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:48"
"Ring Racer 9 ORIGINAL COLOR.png"	"0.316"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer 9 ORIGINAL COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer 9 ORIGINAL COLOR.png"	"False"	"2026-05-08 05:39:48"
"Ring Racer ORIGINAL COLOR.1.jpg"	"0.226"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer ORIGINAL COLOR.1.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer ORIGINAL COLOR.1.jpg"	"False"	"2026-05-08 06:36:59"
"Ring Racer ORIGINAL COLOR.jpg"	"0.456"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ring Racer ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ring Racer ORIGINAL COLOR.jpg"	"False"	"2026-05-08 06:53:03"
"Robbie Spray Grin B&W.jpg"	"0.437"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robbie Spray Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robbie Spray Grin B&W.jpg"	"False"	"2026-05-08 06:52:45"
"Robbie Spray Grin COLOR.jpg"	"0.154"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robbie Spray Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robbie Spray Grin COLOR.jpg"	"False"	"2026-05-07 18:58:01"
"Robbie Spray Grin ORIGINAL.jpg"	"0.133"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robbie Spray Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robbie Spray Grin ORIGINAL.jpg"	"False"	"2026-05-08 06:35:29"
"Robbie Spray Grin.jpg"	"0.472"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robbie Spray Grin.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robbie Spray Grin.jpg"	"False"	"2026-05-07 09:49:23"
"Robby Robot Grin B&W.jpg"	"0.166"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robby Robot Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robby Robot Grin B&W.jpg"	"False"	"2026-05-07 18:55:22"
"Robby Robot Grin COLOR.jpg"	"0.311"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robby Robot Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robby Robot Grin COLOR.jpg"	"False"	"2026-05-08 06:53:03"
"Robby Robot Grin ORIGINAL.jpg"	"0.324"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Robby Robot Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Robby Robot Grin ORIGINAL.jpg"	"False"	"2026-05-07 19:03:08"
"Ron Fink Grin B&W.jpg"	"0.264"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ron Fink Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ron Fink Grin B&W.jpg"	"False"	"2026-05-07 15:44:44"
"Ron Fink Grin COLOR.jpg"	"0.141"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ron Fink Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ron Fink Grin COLOR.jpg"	"False"	"2026-05-07 15:42:39"
"Ron Fink Grin ORIGINAL (2).jpg"	"0.194"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ron Fink Grin ORIGINAL (2).jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ron Fink Grin ORIGINAL (2).jpg"	"False"	"2026-05-07 15:43:46"
"Ron Fink Grin ORIGINAL.jpg"	"0.107"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ron Fink Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ron Fink Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:58:01"
"Ron Grin Face Icon ORIGINAL COLOR.jpg"	"0.19"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Ron Grin Face Icon ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Ron Grin Face Icon ORIGINAL COLOR.jpg"	"False"	"2026-05-08 06:36:59"
"Rosie Jetson Grin B&W.jpg"	"0.468"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Rosie Jetson Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Rosie Jetson Grin B&W.jpg"	"False"	"2026-05-08 06:52:54"
"Rosie Jetson Grin COLOR.jpg"	"0.369"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Rosie Jetson Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Rosie Jetson Grin COLOR.jpg"	"False"	"2026-05-08 06:52:45"
"Rosie Jetson Grin ORIGINAL.jpg"	"0.283"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Rosie Jetson Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Rosie Jetson Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:38:40"
"Rugrat Grin B&W.jpg"	"0.3"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Rugrat Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Rugrat Grin B&W.jpg"	"False"	"2026-05-08 06:36:52"
"Rugrat Grin COLOR.jpg"	"0.517"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Rugrat Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Rugrat Grin COLOR.jpg"	"False"	"2026-05-08 06:53:03"
"Rugrat Grin ORIGINAL.jpg"	"0.344"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Rugrat Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Rugrat Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:45:22"
"Santa Cruz Hand Grin B&W.jpg"	"0.324"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Cruz Hand Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Cruz Hand Grin B&W.jpg"	"False"	"2026-05-08 06:36:15"
"Santa Cruz Hand Grin COLOR.png"	"0.252"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Cruz Hand Grin COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Cruz Hand Grin COLOR.png"	"False"	"2026-05-08 10:15:40"
"Santa Cruz Hand Grin ORIGINAL.jpg"	"0.152"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Cruz Hand Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Cruz Hand Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:36:35"
"Santa Grin 1 B&W.jpg"	"0.456"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 1 B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 1 B&W.jpg"	"False"	"2026-05-08 06:52:54"
"Santa Grin 1 COLOR.jpg"	"0.191"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 1 COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 1 COLOR.jpg"	"False"	"2026-05-07 19:03:08"
"Santa Grin 1 ORIGINAL.jpg"	"0.306"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 1 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 1 ORIGINAL.jpg"	"False"	"2026-05-07 18:38:39"
"Santa Grin 2 B&W.jpg"	"0.434"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 2 B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 2 B&W.jpg"	"False"	"2026-05-08 06:52:54"
"Santa Grin 2 card.png"	"0.223"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 2 card.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 2 card.png"	"False"	"2026-03-21 07:25:40"
"Santa Grin 2 COLOR.jpg"	"0.126"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 2 COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 2 COLOR.jpg"	"False"	"2026-05-07 18:56:43"
"Santa Grin 2 ORIGINAL COLOR.jpg"	"0.07"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 2 ORIGINAL COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 2 ORIGINAL COLOR.jpg"	"False"	"2026-05-07 18:49:49"
"Santa Grin 3 B&W.jpg"	"0.35"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 3 B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 3 B&W.jpg"	"False"	"2026-05-08 06:52:54"
"Santa Grin 3 COLOR.jpg"	"0.27"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 3 COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 3 COLOR.jpg"	"False"	"2026-05-08 06:53:02"
"Santa Grin 3 ORIGINAL.jpg"	"0.164"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Santa Grin 3 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Santa Grin 3 ORIGINAL.jpg"	"False"	"2026-05-07 18:55:22"
"Scan_20241122 ORIGINAL.jpg"	"0.261"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scan_20241122 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scan_20241122 ORIGINAL.jpg"	"False"	"2026-05-24 18:19:08"
"Scooby Doo Grin B&W.jpg"	"0.327"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scooby Doo Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scooby Doo Grin B&W.jpg"	"False"	"2026-05-08 06:36:59"
"Scooby Doo Grin COLOR.jpg"	"0.291"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scooby Doo Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scooby Doo Grin COLOR.jpg"	"False"	"2026-05-08 06:36:52"
"Scooby Doo Grin ORIGINAL.jpg"	"0.178"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scooby Doo Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scooby Doo Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:38:40"
"Scream Grin B&W.jpg"	"0.332"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scream Grin B&W.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scream Grin B&W.jpg"	"False"	"2026-05-08 06:52:45"
"Scream Grin COLOR.jpg"	"0.208"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scream Grin COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scream Grin COLOR.jpg"	"False"	"2026-05-07 19:03:08"
"Scream Grin ORIGINAL.jpg"	"0.211"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Scream Grin ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Scream Grin ORIGINAL.jpg"	"False"	"2026-05-07 18:38:39"
"seen collab spraycan toy front2 ORIGINAL.jpg"	"0.21"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\seen collab spraycan toy front2 ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\seen collab spraycan toy front2 ORIGINAL.jpg"	"False"	"2026-05-24 18:19:08"
"Sever Fairy Landshark Grin (Mickey Fin) B&W.png"	"0.061"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Sever Fairy Landshark Grin (Mickey Fin) B&W.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Sever Fairy Landshark Grin (Mickey Fin) B&W.png"	"False"	"2026-05-08 07:05:03"
"Sever Fairy Landshark Grin (Mickey Fin) COLOR.jpg"	"0.172"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Sever Fairy Landshark Grin (Mickey Fin) COLOR.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Sever Fairy Landshark Grin (Mickey Fin) COLOR.jpg"	"False"	"2026-05-08 06:07:11"
"Sever Fairy Landshark Grin (Mickey Fin) ORIGINAL.jpg"	"0.165"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Sever Fairy Landshark Grin (Mickey Fin) ORIGINAL.jpg"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Sever Fairy Landshark Grin (Mickey Fin) ORIGINAL.jpg"	"False"	"2026-05-07 18:37:32"
"Sever Fairy Landshark Grin Front (Mickey Fin) COLOR.png"	"0.198"	"D:\github\ron-english-sketches-grins\images\Sketches\grins\Sever Fairy Landshark Grin Front (Mickey Fin) COLOR.png"	"False"	"True"	"D:\github\ron-english-sketches-grins\images\Sketches\grins2\Sever Fairy Landshark Grin Front (Mickey Fin) COLOR.png"	"False"	"2026-05-08 07:02:47"
